oznam_title,contracting_authority_name,druh_postupu,druh_zakazky,druh_obstaravatela_clean,hlavna_cinnost_clean,main_cpv_code,cpv_others,deli_sa_casti,varianty,typ_obdobie,dlzka_zakazky_cleaned,kriteria_ponuk,el_aukcia,predch_uverejnen_zakazky,ziskanie_podkladov_deadline,ucast_deadline,published_on,bude_sa_opakovat_zakazka,eu_fondy,odoslanie_oznamenia,typ_ceny_oznamenia,estimatedpricecleaned,nazov_typu_oznamenia,miesto_prac_zakazky,estimatedprice_from_result,pocet_prijatych_ponuk,pocet_prijatych_el_ponuk,total_final_value_amount_clean,total_final_value_vat_included,total_final_value_vat_rate,total_final_value_amount_minus_vat,price_ratio,overpriced,druh_obstaravatela_clean_par
Úprava verejného priestranstva obce Ulič,Obec Ulič,výzva,Práce,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN,SAMOSPRÁVA,45000000-7,"",Nie,"",v mesiacoch (od zadania zákazky),6,Najnižšia cena,Nie,"",12/28/2015 12:00:00 AM,12/28/2015 12:00:00 AM,12/8/2015 12:00:00 AM,"",Áno,12/6/2015 12:00:00 AM,Jedna hodnota,95357.92,výzva na predkladanie ponúk (stavebné práce),SK041,"",2,,92494.58,"","","",0.969972709136273,no,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN
Rekonštrukcia mosta cez Svinický potok,Obec Svinica,výzva,Práce,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45000000-7,"",Nie,"",v dňoch (od zadania zákazky),2,Iné,Nie,"",1/4/2016 12:00:00 AM,1/4/2016 12:00:00 AM,12/15/2015 12:00:00 AM,"",Áno,12/11/2015 12:00:00 AM,Jedna hodnota,110058.96,výzva na predkladanie ponúk (stavebné práce),SK042,"",3,0,81958.32,"","","",0.744676489765122,no,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN
Obnova krytu na miestnych komunikáciach v obci Horný Lieskov,Obec Horný Lieskov,výzva,Práce,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45233123-7,"",Nie,"",v mesiacoch (od zadania zákazky),2,Najnižšia cena,Nie,"",1/4/2016 12:00:00 AM,1/4/2016 12:00:00 AM,12/15/2015 12:00:00 AM,"",Áno,12/14/2015 12:00:00 AM,Jedna hodnota,91839.11,výzva na predkladanie ponúk (stavebné práce),SK022,"",1,0,73307.15,"","","",0.798212765781376,no,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN
Rekonštrukcia chodníka,Obec Stratená,výzva,Práce,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45000000-7,"",Nie,"",v mesiacoch (od zadania zákazky),4,Najnižšia cena,Nie,"",1/26/2016 12:00:00 AM,1/26/2016 12:00:00 AM,1/7/2016 12:00:00 AM,"",Áno,1/5/2016 12:00:00 AM,Jedna hodnota,84600,výzva na predkladanie ponúk (stavebné práce),SK042,"",4,,74973.26,"","","",0.886208747044917,no,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN
Úprava verejného priestranstva - park Veľké Dravce,Obec Veľké Dravce,výzva,Práce,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45000000-7,"",Nie,"",v mesiacoch (od zadania zákazky),12,Najnižšia cena,Nie,"",3/2/2016 12:00:00 AM,3/2/2016 12:00:00 AM,2/15/2016 12:00:00 AM,"",Áno,2/10/2016 12:00:00 AM,Jedna hodnota,93166.05,výzva na predkladanie ponúk (stavebné práce),SK032,"",6,0,92429.4,"","","",0.992093149811546,no,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN
Zníženie energetickej náročnosti KD v obci Lutiše,Obec Lutiše,výzva,Práce,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45212300-9,"",Nie,"",v mesiacoch (od zadania zákazky),12,Iné,Nie,"",1/27/2016 12:00:00 AM,1/27/2016 12:00:00 AM,1/8/2016 12:00:00 AM,"",Áno,1/4/2016 12:00:00 AM,Jedna hodnota,189903,výzva na predkladanie ponúk (stavebné práce),SK031,"",6,0,159498,"","","",0.839891944834995,no,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN
VYBUDOVANIE CHODNÍKA V OBCI PODREČANY,Obec Podrečany,výzva,Práce,INÉ - INÝ VEREJNÝ OBSTARÁVATEĽ,VŠEOBECNÉ VEREJNÉ SLUŽBY,45233161-5,"",Nie,"",v mesiacoch (od zadania zákazky),5,Najnižšia cena,Nie,"",1/25/2016 12:00:00 AM,1/25/2016 12:00:00 AM,1/7/2016 12:00:00 AM,"",Áno,1/4/2016 12:00:00 AM,Jedna hodnota,85850.72,výzva na predkladanie ponúk (stavebné práce),SK032,"",3,0,81391.6,"","","",0.948059608585694,no,INÉ - INÝ VEREJNÝ OBSTARÁVATEĽ
Náučný a cykloturistický chodník Kochanovce,Obec Kochanovce,výzva,Práce,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45233162-2,"",Nie,"",v mesiacoch (od zadania zákazky),12,Najnižšia cena,Nie,"",3/3/2016 12:00:00 AM,3/3/2016 12:00:00 AM,2/15/2016 12:00:00 AM,"",Áno,2/10/2016 12:00:00 AM,Jedna hodnota,41312.11,výzva na predkladanie ponúk (stavebné práce),SK041,"",2,0,40650,"","","",0.983972980319814,no,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN
Zníženie primárnej energetickej náročnosti v objektoch OcÚ N. Hrušov,Obec Nižný Hrušov,výzva,Práce,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN,SAMOSPRÁVA,45000000-7,"",Nie,"",v mesiacoch (od zadania zákazky),6,Najnižšia cena,Nie,"",3/22/2016 12:00:00 AM,3/22/2016 12:00:00 AM,3/3/2016 12:00:00 AM,"",Áno,3/1/2016 12:00:00 AM,Jedna hodnota,579658.27,výzva na predkladanie ponúk (stavebné práce),SK041,"",4,,559890.19,"","","",0.965897010319546,no,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN
Rekonštrukcia miestnych komunikácií Bátorová,Obec Bátorová,výzva,Práce,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45000000-7,"",Nie,"",v mesiacoch (od zadania zákazky),22,Najnižšia cena,Áno,"",1/26/2016 12:00:00 AM,1/26/2016 12:00:00 AM,1/5/2016 12:00:00 AM,"",Áno,1/3/2016 12:00:00 AM,Jedna hodnota,87030.15,výzva na predkladanie ponúk (stavebné práce),SK,"",2,0,79041.68,"","","",0.908210315620506,no,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN
Revitalizácia centra obce Veľké Dvorany,Obec Veľké Dvorany,výzva,Práce,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN,SAMOSPRÁVA,45000000-7,"",Nie,"",v mesiacoch (od zadania zákazky),6,Najnižšia cena,Nie,"",3/2/2016 12:00:00 AM,3/2/2016 12:00:00 AM,2/15/2016 12:00:00 AM,"",Áno,2/10/2016 12:00:00 AM,Jedna hodnota,102756.51,výzva na predkladanie ponúk (stavebné práce),SK023,"",2,0,99378.34,"","","",0.967124516003901,no,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN
Výmena okien na fasáde budovy SjF - dvorná časť + suterén,Slovenská technická univerzita v Bratislave - Rektorát,výzva,Práce,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,VZDELÁVANIE,45214410-7,"",Nie,Nie,v mesiacoch (od zadania zákazky),6,Najnižšia cena,Áno,"","",,7/21/2016 12:00:00 AM,"",Nie,7/20/2016 12:00:00 AM,Jedna hodnota,448000,výzva na predkladanie ponúk (stavebné práce),SK010,"",3,,458333.33,"","","",1.02306546875,yes,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Rekonštrukcia budovy C,Úrad verejného zdravotníctva Slovenskej republiky,výzva,Práce,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV,ZDRAVOTNÍCTVO,45215100-8,"",Nie,Nie,v mesiacoch (od zadania zákazky),7,Najnižšia cena,Nie,"","",,8/16/2016 12:00:00 AM,"",Nie,8/15/2016 12:00:00 AM,Jedna hodnota,158333,výzva na predkladanie ponúk (stavebné práce),SK,"",9,0,119798.56,"","","",0.75662407710332,no,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV
"Gymnázium Jozefa Lettricha, Martin – stavebné úpravy – rekonštrukcia plochej strechy so zateplením",Žilinský samosprávny kraj,výzva,Práce,REGIONÁLNA ALEBO MIESTNA AGENTÚRA/ÚRAD,REGIONÁLNA SAMOSPRÁVA,45000000-7,"",Nie,Nie,v mesiacoch (od zadania zákazky),12,Najnižšia cena,Nie,"","",,8/4/2016 12:00:00 AM,"",Nie,8/3/2016 12:00:00 AM,Jedna hodnota,222841.1,výzva na predkladanie ponúk (stavebné práce),SK031,"",13,13,130974.27,"","","",0.587747367967579,no,REGIONÁLNA ALEBO MIESTNA AGENTÚRA/ÚRAD
VNÚTORNÉ A VONKAJŠIE UPRATOVANIE ZARIADENIA SOCIÁLNYCH SLUŽIEB,"MEDIK - M, n. o.",výzva,Služby,OSOBA PODĽA §8 ODS. 1 PÍSM.B),SOCIÁLNA STAROSTLIVOSŤ,90900000-6,"",Nie,Nie,v mesiacoch (od zadania zákazky),24,Iné,Áno,"","",,8/4/2016 12:00:00 AM,"",Nie,8/2/2016 12:00:00 AM,Jedna hodnota,134880,výzva na predkladanie ponúk (služby),SK031,"",4,4,105577.92,"","","",0.782754448398577,no,paragraf §8
Vypracovanie JP STU FCHPT Stará Budova – Obnova a modernizácia,Slovenská technická univerzita v Bratislave - Rektorát,výzva,Služby,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,VZDELÁVANIE,71242000-6,"",Nie,Nie,v mesiacoch (od zadania zákazky),4,Najnižšia cena,Áno,"","",,7/21/2016 12:00:00 AM,"",Nie,7/20/2016 12:00:00 AM,Jedna hodnota,129800,výzva na predkladanie ponúk (služby),SK010,"",2,0,112083.33,"","","",0.863507935285054,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
"Komplexná obnova objektu telocvične súp. č. 884, Kremnica",Mesto Kremnica,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45212222-8,"",Nie,Nie,v mesiacoch (od zadania zákazky),48,Najnižšia cena,Nie,"","",,6/7/2016 12:00:00 AM,"",Nie,6/5/2016 12:00:00 AM,Jedna hodnota,563910.48,výzva na predkladanie ponúk (stavebné práce),SK032,"",10,,430117.51,"","","",0.76274076339209,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Zníženie energetickej náročnosti budovy Materskej školy v Krásne nad Kysucou,Mesto Krásno nad Kysucou,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45321000-3,"",Nie,Nie,v mesiacoch (od zadania zákazky),7,Najnižšia cena,Nie,"","",,8/4/2016 12:00:00 AM,"",Áno,8/3/2016 12:00:00 AM,Jedna hodnota,196231.64,výzva na predkladanie ponúk (stavebné práce),SK031,"",2,,191914.02,"","","",0.977997330094168,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Zberný dvor v obci Lazany,Obec Lazany,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,SAMOSPRÁVA,45233300-2,"",Nie,Nie,v mesiacoch (od zadania zákazky),5,Najnižšia cena,Nie,"","",,7/6/2016 12:00:00 AM,"",Áno,7/4/2016 12:00:00 AM,Jedna hodnota,398847.39,výzva na predkladanie ponúk (stavebné práce),SK022,"",2,0,373019.57,"","","",0.935243853545087,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Výroba tepla a chladu pre AB IP Košice,"Ministerstvo práce, sociálnych vecí a rodiny Slovenskej republiky",výzva,Práce,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV,VŠEOBECNÉ VEREJNÉ SLUŽBY,45000000-7,"",Nie,Nie,v dňoch (od zadania zákazky),2.33333333333333,Iné,Nie,"","",,8/8/2016 12:00:00 AM,"",Nie,8/5/2016 12:00:00 AM,Jedna hodnota,341666.6666,výzva na predkladanie ponúk (stavebné práce),SK042,"",1,1,336289,"","","",0.984260487996929,no,MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV
Prístrešok pri obecnom úrade Kyselica.,Obec Kyselica,výzva,Práce,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45000000-7,"",Nie,"",v mesiacoch (od zadania zákazky),6,Najnižšia cena,Nie,"",3/7/2016 12:00:00 AM,3/7/2016 12:00:00 AM,2/17/2016 12:00:00 AM,"",Áno,2/15/2016 12:00:00 AM,Jedna hodnota,91787.32,výzva na predkladanie ponúk (stavebné práce),SK021,"",4,0,67995.7,"","","",0.740796223269183,no,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN
Podpora rozvoja športu v obci Seč – multifunkčné ihrisko,Obec Seč,výzva,Práce,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45000000-7,"",Nie,"",v mesiacoch (od zadania zákazky),4,Iné,Nie,"",3/11/2016 12:00:00 AM,3/11/2016 12:00:00 AM,2/17/2016 12:00:00 AM,"",Áno,2/15/2016 12:00:00 AM,Jedna hodnota,59690.07,výzva na predkladanie ponúk (stavebné práce),SK,"",1,0,59697.23,"","","",1.0001199529503,yes,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN
Náučný chodník v obci Beňadovo,Obec Beňadovo,výzva,Práce,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45000000-7,"",Nie,"",v mesiacoch (od zadania zákazky),3,Iné,Nie,"",3/11/2016 12:00:00 AM,3/11/2016 12:00:00 AM,2/23/2016 12:00:00 AM,"",Áno,2/19/2016 12:00:00 AM,Jedna hodnota,38592.63,výzva na predkladanie ponúk (stavebné práce),SK,"",7,7,27294.78,"","","",0.707253690665808,no,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN
Úprava verejného priestranstva v obci Malatíny,Obec Malatíny,výzva,Práce,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45000000-7,"",Nie,"",v mesiacoch (od zadania zákazky),12,Najnižšia cena,Nie,"",2/15/2016 12:00:00 AM,2/15/2016 12:00:00 AM,1/27/2016 12:00:00 AM,"",Áno,1/25/2016 12:00:00 AM,Jedna hodnota,76522.47,výzva na predkladanie ponúk (stavebné práce),SK031,"",5,0,51239,"","","",0.669594172796566,no,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN
"Tulčicko-Terniansky skupinový vodovod, Rozvod vody pre obec Podhorany - SO 08 Podhorany - časť SO 0802 a 0803",Obec Podhorany,výzva,Práce,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45232100-3,"",Nie,"",v mesiacoch (od zadania zákazky),3,Iné,Nie,"",3/7/2016 12:00:00 AM,3/7/2016 12:00:00 AM,2/17/2016 12:00:00 AM,"",Áno,2/15/2016 12:00:00 AM,Jedna hodnota,124420.24,výzva na predkladanie ponúk (stavebné práce),SK041,"",4,,108288.03,"","","",0.870340950957818,no,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN
Úprava a tvorba verejných priestranstiev a parkov v obci Dunajský Klátov,Obec Dunajský Klátov,výzva,Práce,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45000000-7,"",Nie,"",v mesiacoch (od zadania zákazky),12,Najnižšia cena,Nie,"",2/15/2016 12:00:00 AM,2/15/2016 12:00:00 AM,1/27/2016 12:00:00 AM,"",Áno,1/25/2016 12:00:00 AM,Jedna hodnota,93111.36,výzva na predkladanie ponúk (stavebné práce),SK021,"",6,0,55370.65,"","","",0.594671262453905,no,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN
"Komplexná oprava izieb a sociálnych zariadení časti A študentského domova Mladosť, Staré grunty 53, 842 47 Bratislava, II. Etapa.","Slovenská technická univerzita v Bratislave, Účelové zariadienia Študentské domovy a jedálne",výzva,Práce,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM,VZDELÁVANIE,45214700-7,"",Nie,Nie,v mesiacoch (od zadania zákazky),16,Najnižšia cena,Nie,"","",,6/17/2016 12:00:00 AM,"",Nie,6/16/2016 12:00:00 AM,Jedna hodnota,3000000,výzva na predkladanie ponúk (stavebné práce),SK,"",17,,2295137.75,"","","",0.765045916666667,no,ORGANIZÁCIA RIADENÁ VEREJNÝM PRÁVOM
Chodník Lučatín- III. úsek,Obec Lučatín,výzva,Práce,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45233161-5,"",Nie,"",v mesiacoch (od zadania zákazky),12,Najnižšia cena,Nie,"",12/30/2015 12:00:00 AM,12/30/2015 12:00:00 AM,12/10/2015 12:00:00 AM,"",Áno,12/9/2015 12:00:00 AM,Jedna hodnota,84409.045,výzva na predkladanie ponúk (stavebné práce),SK032,"",2,,48854.23,"","","",0.578779560887106,no,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN
Zberný dvor Zavar,Obec Zavar,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45000000-7,"",Nie,Nie,v mesiacoch (od zadania zákazky),6,Najnižšia cena,Nie,"","",,6/1/2016 12:00:00 AM,"",Áno,5/30/2016 12:00:00 AM,Jedna hodnota,394430.69,výzva na predkladanie ponúk (stavebné práce),SK021,"",7,0,281683.52,"","","",0.714152136589574,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
"Obnova Materskej školy, Slovenské Pravno",Obec Slovenské Pravno,výzva,Práce,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN,SAMOSPRÁVA,45214100-1,"",Nie,"",v dňoch (od zadania zákazky),8,Iné,Áno,"",3/30/2016 12:00:00 AM,3/30/2016 12:00:00 AM,3/11/2016 12:00:00 AM,"",Áno,3/9/2016 12:00:00 AM,Jedna hodnota,246225.93,výzva na predkladanie ponúk (stavebné práce),SK031,"",3,,245750,"","","",0.998067100406525,no,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN
Rekonštrukcia obecného úradu,Obec Tôň,výzva,Práce,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45000000-7,"",Nie,"",v mesiacoch (od zadania zákazky),2,Iné,Nie,"",3/30/2016 12:00:00 AM,3/30/2016 12:00:00 AM,3/11/2016 12:00:00 AM,"",Áno,3/9/2016 12:00:00 AM,Jedna hodnota,114755.11,výzva na predkladanie ponúk (stavebné práce),SK023,"",3,0,120326.16,"","","",1.0485472934495,yes,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN
Zberný dvor v obci Svätý Kríž - stavebné práce,Obec Svätý Kríž,výzva,Práce,REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45000000-7,"",Nie,Nie,v mesiacoch (od zadania zákazky),2,Iné,Nie,"","",,6/1/2016 12:00:00 AM,"",Áno,5/30/2016 12:00:00 AM,Jedna hodnota,156034.14,výzva na predkladanie ponúk (stavebné práce),SK031,"",1,,155000,"","","",0.993372347872075,no,REGIONÁLNY ALEBO MIESTNY ORGÁN
Zvýšenie energetickej efektívnosti materskej školy v obci Klin,Obec Klin,výzva,Práce,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45262650-2,"",Nie,"",v mesiacoch (od zadania zákazky),18,Iné,Nie,"",4/1/2016 12:00:00 AM,4/1/2016 12:00:00 AM,3/14/2016 12:00:00 AM,"",Áno,3/10/2016 12:00:00 AM,Jedna hodnota,218952.65,výzva na predkladanie ponúk (stavebné práce),SK031,"",3,0,212403.06,"","","",0.970086728797299,no,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN
Výstavba a rekonštrukcia ustajnenia,"AGRO-HNIEZDNE, s.r.o.",výzva,Práce,INÉ - INÝ VEREJNÝ OBSTARÁVATEĽ,PODNIKATEĽSKÁ ČINNOSŤ,45000000-7,"",Nie,"",v mesiacoch (od zadania zákazky),12,Najnižšia cena,Nie,"",4/4/2016 12:00:00 AM,4/4/2016 12:00:00 AM,3/14/2016 12:00:00 AM,"",Áno,3/10/2016 12:00:00 AM,Jedna hodnota,2113628.68,výzva na predkladanie ponúk (stavebné práce),SK041,"",2,0,2100500.52,"","","",0.993788804947518,no,INÉ - INÝ VEREJNÝ OBSTARÁVATEĽ
Zníženie energetickej náročnosti budovy: Materská škola Fullu vo Zvolene,Mesto Zvolen,výzva,Práce,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN,SAMOSPRÁVA,45000000-7,"",Nie,"",v mesiacoch (od zadania zákazky),12,Najnižšia cena,Nie,"",3/31/2016 12:00:00 AM,3/31/2016 12:00:00 AM,3/14/2016 12:00:00 AM,"",Áno,3/10/2016 12:00:00 AM,Jedna hodnota,390077.87,výzva na predkladanie ponúk (stavebné práce),SK032,"",4,0,384007.95,"","","",0.984439209535265,no,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN
"Ražňany, Materská škola, Obnova hospodárského pavilónu",Obec Ražňany,výzva,Práce,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45210000-2,"",Nie,"",v mesiacoch (od zadania zákazky),6,Iné,Nie,"",4/4/2016 12:00:00 AM,4/4/2016 12:00:00 AM,3/14/2016 12:00:00 AM,"",Áno,3/11/2016 12:00:00 AM,Jedna hodnota,215062.78,výzva na predkladanie ponúk (stavebné práce),SK041,"",2,,205655.92,"","","",0.95625993488971,no,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN
Opatrenia na zníženie spotreby energie pri prevádzke Materskej školy Jarabina,Obec Jarabina,výzva,Práce,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN,OBEC,45000000-7,"",Nie,"",v mesiacoch (od zadania zákazky),3,Najnižšia cena,Nie,"",3/30/2016 12:00:00 AM,3/30/2016 12:00:00 AM,3/11/2016 12:00:00 AM,"",Áno,3/9/2016 12:00:00 AM,Jedna hodnota,275330.554,výzva na predkladanie ponúk (stavebné práce),SK041,"",3,0,274122.15,"","","",0.995611079183025,no,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN
"SOŠ technická Námestovo - stavebné úpravy, zvýšenie EHB",Žilinský samosprávny kraj,výzva,Práce,RA - REGIONÁLNA ALEBO MIESTNA AGENTÚRA/ÚRAD,REGIONÁLNA SAMOSPRÁVA,45000000-7,"",Nie,"",v mesiacoch (od zadania zákazky),15,Najnižšia cena,Nie,"",4/1/2016 12:00:00 AM,4/1/2016 12:00:00 AM,3/14/2016 12:00:00 AM,"",Áno,3/10/2016 12:00:00 AM,Jedna hodnota,1021111.4,výzva na predkladanie ponúk (stavebné práce),SK031,"",5,5,633523.88,"","","",0.620425822295197,no,RA - REGIONÁLNA ALEBO MIESTNA AGENTÚRA/ÚRAD
Zlepšenie energetickej hospodárnosti budovy Obecného úradu Dulovce - obec Dulovce,Obec Dulovce,výzva,Práce,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45000000-7,"",Nie,"",v mesiacoch (od zadania zákazky),1,Najnižšia cena,Nie,"",3/31/2016 12:00:00 AM,3/31/2016 12:00:00 AM,3/14/2016 12:00:00 AM,"",Áno,3/10/2016 12:00:00 AM,Jedna hodnota,342647.02,výzva na predkladanie ponúk (stavebné práce),SK023,"",4,0,265451.2,"","","",0.774707452584879,no,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN
Zníženie energetickej náročnosti budovy obecného úradu Pliešovce,Obec Pliešovce,výzva,Práce,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN,MIESTNA SAMOSPRÁVA,45321000-3,"",Nie,"",v dňoch (od zadania zákazky),4,Najnižšia cena,Nie,"",4/26/2016 12:00:00 AM,4/26/2016 12:00:00 AM,4/7/2016 12:00:00 AM,"",Áno,4/5/2016 12:00:00 AM,Jedna hodnota,103466,výzva na predkladanie ponúk (stavebné práce),SK032,"",3,0,58551.24,"","","",0.565898362747183,no,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN
Prestavba a dostavba Hasičskej stanice v Dolnom Kubíne,Ministerstvo vnútra Slovenskej republiky,výzva,Práce,MS - MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV,VEREJNÝ PORIADOK A BEZPEČNOSŤ,45216121-8,"",Nie,"",v mesiacoch (od zadania zákazky),6,Najnižšia cena,Nie,"",2/17/2015 12:00:00 AM,2/17/2015 12:00:00 AM,1/29/2015 12:00:00 AM,"",Áno,1/27/2015 12:00:00 AM,Jedna hodnota,1173562.42,výzva na predkladanie ponúk (stavebné práce),SK031,"",1,0,1026558.35,"","","",0.874736897249999,no,MS - MINISTERSTVO ALEBO INÝ ŠTÁTNY ORGÁN VRÁTANE JEHO REGIONÁLNYCH ALEBO MIESTNYCH ÚTVAROV
CHODNÍKY OBCE ŠALGOČKA,Obec Šalgočka,výzva,Práce,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45233161-5,"",Nie,"",v mesiacoch (od zadania zákazky),2,Najnižšia cena,Nie,"",2/8/2016 12:00:00 AM,2/8/2016 12:00:00 AM,1/20/2016 12:00:00 AM,"",Áno,1/18/2016 12:00:00 AM,Jedna hodnota,92450,výzva na predkladanie ponúk (stavebné práce),SK021,"",6,0,51276.72,"","","",0.554642725797729,no,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN
Chodník na ulici HONTIANSKA,Obec Hontianske Moravce,výzva,Práce,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45233252-0,"",Nie,"",v dňoch (od zadania zákazky),2,Najnižšia cena,Nie,"",12/30/2015 12:00:00 AM,12/30/2015 12:00:00 AM,12/7/2015 12:00:00 AM,"",Áno,12/3/2015 12:00:00 AM,Jedna hodnota,104227.15,výzva na predkladanie ponúk (stavebné práce),SK032,"",5,,94370.64,"","","",0.905432413723296,no,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN
Výstavba MK v obci Selce,Obec Selce,výzva,Práce,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN,VŠEOBECNÉ VEREJNÉ SLUŽBY,45233161-5,"",Nie,"",v dňoch (od zadania zákazky),2,Najnižšia cena,Nie,"",12/30/2015 12:00:00 AM,12/30/2015 12:00:00 AM,12/7/2015 12:00:00 AM,"",Áno,12/3/2015 12:00:00 AM,Jedna hodnota,83300,výzva na predkladanie ponúk (stavebné práce),SK032,"",3,,82936.51,"","","",0.99563637454982,no,RO - REGIONÁLNY ALEBO MIESTNY ORGÁN
